AERONET Version 3
Amazon_ATTO_Tower
Version 3: Almucantar Level 1.5 Inversion
The following data are cloud cleared and quality controls have been applied but these data may not have final calibration applied.  These data may change.
All Points,Contact: PI=Paulo_Artaxo; PI Email=artaxo@if.usp.br 
UNITS can be found at,,, https://aeronet.gsfc.nasa.gov/new_web/units.html
Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),Absorption_AOD[440nm],Absorption_AOD[675nm],Absorption_AOD[870nm],Absorption_AOD[1020nm],Absorption_Angstrom_Exponent_440-870nm,Average_Solar_Zenith_Angles_for_Flux_Calculation(Degrees),Solar_Zenith_Angle_for_Measurement_Start(Degrees),Sky_Residual(%),Sun_Residual(%),Coincident_AOD440nm,Scattering_Angle_Bin_3.2_to_<6_degrees[440nm],Scattering_Angle_Bin_6_to_<30_degrees[440nm],Scattering_Angle_Bin_30_to_<80_degrees[440nm],Scattering_Angle_Bin_80_degrees_and_over[440nm],Scattering_Angle_Bin_3.2_to_<6_degrees[675nm],Scattering_Angle_Bin_6_to_<30_degrees[675nm],Scattering_Angle_Bin_30_to_<80_degrees[675nm],Scattering_Angle_Bin_80_degrees_and_over[675nm],Scattering_Angle_Bin_3.2_to_<6_degrees[870nm],Scattering_Angle_Bin_6_to_<30_degrees[870nm],Scattering_Angle_Bin_30_to_<80_degrees[870nm],Scattering_Angle_Bin_80_degrees_and_over[870nm],Scattering_Angle_Bin_3.2_to_<6_degrees[1020nm],Scattering_Angle_Bin_6_to_<30_degrees[1020nm],Scattering_Angle_Bin_30_to_<80_degrees[1020nm],Scattering_Angle_Bin_80_degrees_and_over[1020nm],Surface_Albedo[440m],Surface_Albedo[675m],Surface_Albedo[870m],Surface_Albedo[1020m],If_Retrieval_is_L2(without_L2_0.4_AOD_440_threshold),If_AOD_is_L2,Last_Processing_Date(dd:mm:yyyy),Last_Processing_Time(hh:mm:ss),Instrument_Number,Latitude(Degrees),Longitude(Degrees),Elevation(m),Inversion_Data_Quality_Level,Retrieval_Measurement_Scan_Type
Amazon_ATTO_Tower,19:11:2018,11:57:41,323,323.498391,0.001887,0.001246,0.000979,0.000842,0.964638,56.578413,57.272552,5.296120,0.280465,0.185717,4,10,7,4,4,10,7,4,4,6,6,4,4,5,5,5,0.028970,0.034660,0.330010,0.328770,0,1,10:10:2019,00:59:47,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,19:11:2018,12:24:44,323,323.517176,0.002132,0.001409,0.001107,0.000953,0.962775,50.358621,51.044438,3.494161,0.301509,0.211873,3,10,8,4,3,10,8,4,3,10,7,4,3,10,4,4,0.027460,0.033000,0.316760,0.316170,1,1,10:10:2019,01:00:05,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,19:11:2018,12:52:47,323,323.536655,0.002956,0.004713,0.006050,0.006535,-1.055639,44.010800,44.683252,2.925871,0.312154,0.249767,4,10,7,3,4,10,7,3,4,10,7,3,4,10,7,3,0.026300,0.031720,0.306570,0.306500,0,1,10:10:2019,01:00:12,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,19:11:2018,18:52:50,323,323.786690,0.007692,0.006461,0.006028,0.005336,0.363120,50.545715,49.860943,2.810037,0.216420,0.304225,3,10,7,2,3,10,6,2,3,6,6,2,2,7,6,2,0.027630,0.033060,0.316380,0.314160,0,1,10:10:2019,01:00:43,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,24:11:2018,19:50:35,328,328.826794,0.000832,0.000534,0.000423,0.000361,0.996924,63.736780,63.043337,3.054333,0.189136,0.130703,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.031670,0.037390,0.349620,0.344240,1,1,10:10:2019,01:00:20,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,12:12:2018,20:57:26,346,346.873218,0.000854,0.000543,0.000428,0.000368,1.018472,77.727075,77.042233,24.479030,0.139485,0.062375,4,5,6,3,3,5,2,1,4,4,1,1,2,6,1,1,0.040770,0.046230,0.412100,0.400650,0,1,10:10:2019,01:02:31,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,16:12:2018,19:28:55,350,350.811748,0.003109,0.002150,0.001874,0.001664,0.755723,57.255091,56.586073,22.554603,0.582620,0.142285,2,2,4,4,1,2,5,2,2,5,2,2,4,7,2,2,0.030010,0.034720,0.325140,0.322320,0,1,10:10:2019,01:03:22,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,17:12:2018,19:57:11,351,351.831377,0.000514,0.000345,0.000292,0.000253,0.837722,63.500665,62.823683,3.585621,0.163879,0.076884,3,10,5,5,3,10,4,5,3,10,3,5,3,10,3,5,0.032160,0.037020,0.342660,0.338170,0,1,10:10:2019,01:03:08,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,17:12:2018,20:42:04,351,351.862546,0.002318,0.002403,0.003352,0.003241,-0.493304,73.690519,73.007025,4.762602,0.083334,0.073743,4,6,7,6,3,6,5,6,4,4,5,6,4,6,5,5,0.037550,0.042800,0.386340,0.377610,0,1,10:10:2019,01:03:04,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,17:12:2018,20:59:14,351,351.874468,0.002592,0.003517,0.005084,0.004710,-0.960018,77.602519,76.919011,3.784343,0.041942,0.078271,4,10,6,6,4,10,6,6,4,9,6,4,3,10,6,6,0.040620,0.046090,0.411100,0.399860,1,1,10:10:2019,01:04:05,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,01:01:2019,12:18:33,1,1.512882,0.001322,0.000890,0.000969,0.001159,0.505385,56.668846,57.340417,4.642158,0.211421,0.100711,4,10,7,4,4,10,7,3,4,10,5,3,4,10,6,4,0.027040,0.033320,0.322800,0.322110,1,1,10:10:2019,01:04:16,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,03:01:2019,19:37:59,3,3.818044,0.001210,0.000823,0.000649,0.000561,0.912066,57.196199,56.523454,6.493043,0.337109,0.111500,4,10,7,4,4,10,7,4,4,10,7,3,4,10,5,3,0.027350,0.033510,0.323170,0.320330,0,1,10:10:2019,01:05:19,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,03:01:2019,20:04:54,3,3.836736,0.001271,0.001646,0.003366,0.003517,-1.342974,63.272732,62.592358,3.573537,0.139860,0.116758,3,9,8,5,3,9,4,5,3,9,5,4,3,10,7,4,0.029300,0.035640,0.339790,0.335400,1,1,10:10:2019,01:04:49,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,04:01:2019,11:02:07,4,4.459803,0.000994,0.000650,0.000563,0.000502,0.851342,74.298170,74.985374,5.286456,0.101159,0.122303,4,10,7,6,4,8,3,6,4,7,4,4,4,8,5,2,0.034440,0.041640,0.388940,0.385310,0,1,10:10:2019,01:04:51,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,04:01:2019,20:45:35,4,4.864988,0.004728,0.007065,0.008641,0.007405,-0.890905,72.436421,71.749479,2.781614,0.041766,0.085111,4,10,7,6,4,10,7,6,4,10,7,6,3,10,7,6,0.033670,0.040430,0.376740,0.368860,1,1,10:10:2019,01:04:47,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,04:01:2019,21:03:43,4,4.877581,0.004263,0.007489,0.009062,0.008406,-1.129043,76.590904,75.903548,3.254792,0.042502,0.075927,3,10,7,6,3,8,6,6,3,10,7,6,3,10,7,6,0.036520,0.043550,0.400780,0.390600,1,1,10:10:2019,01:04:40,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,12:01:2019,11:05:07,12,12.461887,0.001024,0.000829,0.000798,0.000728,0.379329,74.308091,75.000882,11.416747,0.155124,0.053963,4,8,5,6,4,7,3,3,4,8,3,2,4,3,4,1,0.035220,0.041960,0.387710,0.384240,0,1,10:10:2019,01:05:50,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,27:02:2019,20:20:52,58,58.847824,0.013592,0.006276,0.004022,0.003217,1.789323,63.730698,62.989684,51.927655,1.237696,0.178053,3,10,5,4,3,7,4,2,3,6,4,2,2,5,4,2,0.030440,0.036230,0.332380,0.329260,0,1,10:10:2019,01:12:11,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,27:02:2019,20:56:58,58,58.872894,0.002160,0.001370,0.001083,0.000932,1.018386,72.644298,71.903981,38.999177,0.792556,0.169079,4,10,6,3,4,10,2,3,4,10,2,4,4,10,2,4,0.034980,0.041120,0.367910,0.361380,0,1,10:10:2019,01:11:35,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,04:03:2019,11:36:53,63,63.483947,0.001044,0.000701,0.003431,0.004219,-1.464749,66.842925,67.586900,3.283473,0.103839,0.099529,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.031470,0.037610,0.344430,0.343950,1,1,10:10:2019,01:13:46,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,04:03:2019,12:19:24,63,63.513472,0.001002,0.000669,0.003059,0.004109,-1.366767,56.294438,57.038847,2.251531,0.120462,0.097875,4,10,8,4,4,10,7,4,4,10,7,4,4,10,7,4,0.027770,0.033530,0.313690,0.314560,1,1,10:10:2019,01:12:49,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,04:03:2019,12:45:34,63,63.531644,0.000968,0.000648,0.003115,0.003772,-1.437036,49.802423,50.546600,2.382210,0.149722,0.098291,3,10,8,4,3,10,8,3,3,10,8,2,3,10,7,1,0.026270,0.031870,0.301120,0.302550,0,1,10:10:2019,01:13:18,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,04:03:2019,13:19:48,63,63.555417,0.001840,0.001255,0.001704,0.001821,0.194648,41.315337,42.058620,4.595549,0.401033,0.108315,4,11,7,2,4,11,2,1,4,9,1,1,4,10,2,1,0.024860,0.030340,0.289310,0.291300,0,1,10:10:2019,01:12:53,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,04:03:2019,20:22:43,63,63.849109,0.000833,0.000548,0.002289,0.003153,-1.224137,64.397644,63.653212,3.818772,0.180506,0.089363,3,10,8,5,3,10,8,5,3,10,6,5,3,10,7,5,0.030720,0.036530,0.334510,0.331170,1,1,10:10:2019,01:13:13,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,04:03:2019,20:55:56,63,63.872176,0.000790,0.000645,0.002140,0.002276,-1.259666,72.635352,71.891854,4.660217,0.105722,0.085293,4,10,7,6,4,8,7,5,4,8,7,5,4,8,7,5,0.034960,0.041100,0.367800,0.361320,1,1,10:10:2019,01:13:05,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,04:03:2019,21:13:16,63,63.884213,0.000954,0.000793,0.001346,0.001367,-0.406281,76.926481,76.184520,6.452431,0.068197,0.087417,4,10,7,6,4,10,7,4,4,10,7,3,2,8,7,2,0.038120,0.044510,0.392350,0.383440,0,1,10:10:2019,01:13:54,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,05:03:2019,19:55:44,64,64.830370,0.001112,0.000742,0.002449,0.004622,-0.938104,57.747390,57.002190,4.411431,0.207577,0.102087,4,8,7,5,4,7,6,5,4,10,6,5,4,10,6,2,0.028380,0.034020,0.316120,0.314480,0,1,10:10:2019,01:13:25,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,05:03:2019,20:21:29,64,64.848252,0.001021,0.000683,0.000632,0.000815,0.729922,64.143066,63.398050,6.178524,0.166593,0.099849,3,10,8,2,3,10,7,3,3,10,6,3,3,10,7,4,0.030610,0.036420,0.333750,0.330430,0,1,10:10:2019,01:13:49,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,09:03:2019,11:35:39,68,68.483090,0.001050,0.000703,0.002708,0.002967,-1.145779,66.858456,67.604849,2.978788,0.087777,0.090654,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.031280,0.037480,0.343080,0.343010,1,1,10:10:2019,01:14:50,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,09:03:2019,12:18:07,68,68.512581,0.001073,0.000716,0.002441,0.002704,-0.980858,56.286190,57.033314,2.296284,0.143409,0.092969,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.027540,0.033330,0.312310,0.313570,1,1,10:10:2019,01:14:24,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,09:03:2019,13:18:24,68,68.554444,0.001149,0.001936,0.001481,0.001130,-0.461473,41.271629,42.018751,22.503071,1.471007,0.105560,3,3,7,2,2,9,7,2,4,11,8,2,3,11,5,2,0.024600,0.030110,0.288030,0.290320,0,1,10:10:2019,01:14:05,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,17:03:2019,12:15:55,76,76.511053,0.022290,0.021852,0.038338,0.036617,-0.707466,56.329990,57.078894,6.960151,0.101520,0.372485,4,10,3,3,4,10,2,3,4,9,2,3,4,9,3,3,0.027700,0.033450,0.311520,0.312930,0,0,17:03:2019,13:29:27,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,18:03:2019,11:05:23,77,77.462072,0.004803,0.002439,0.001889,0.001607,1.391950,73.863594,74.610527,4.005320,0.065235,0.285972,4,10,6,6,4,10,6,6,4,10,5,5,4,10,5,4,0.035430,0.042030,0.373830,0.372920,1,1,10:10:2019,01:17:39,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,18:03:2019,11:33:23,77,77.481516,0.005210,0.002311,0.005638,0.006389,0.096023,66.884597,67.632796,2.144797,0.047419,0.286022,4,10,6,6,4,10,6,6,4,10,6,6,4,10,6,5,0.031500,0.037660,0.342190,0.342390,1,1,10:10:2019,01:17:16,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,18:03:2019,12:15:39,77,77.510868,0.005098,0.002152,0.003609,0.005564,0.665521,56.337046,57.085944,2.231040,0.112110,0.277634,4,10,8,4,4,10,8,4,4,10,8,4,4,10,7,5,0.027700,0.033450,0.311510,0.312950,1,1,10:10:2019,01:17:02,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,18:03:2019,12:41:42,77,77.528958,0.009805,0.004492,0.008408,0.007339,0.393663,49.833278,50.582331,1.577246,0.110357,0.268454,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.026140,0.031750,0.298940,0.300900,1,1,10:10:2019,01:16:58,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,18:03:2019,13:15:51,77,77.552674,0.008188,0.001996,0.004676,0.008309,1.082550,41.306089,42.055195,2.135973,0.183124,0.264211,4,11,8,2,4,11,8,2,4,11,8,2,4,11,8,2,0.024700,0.030160,0.287140,0.289600,0,1,10:10:2019,01:17:00,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,18:03:2019,20:18:51,77,77.846424,0.002515,0.001694,0.001322,0.001126,0.942262,64.407516,63.658951,7.450945,0.198545,0.239970,3,10,6,3,3,10,3,3,3,10,4,2,3,10,5,2,0.030790,0.036590,0.332510,0.329470,0,1,10:10:2019,01:15:56,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,23:03:2019,11:04:16,82,82.461296,0.002165,0.001459,0.001137,0.000969,0.942246,73.850478,74.597121,13.645665,0.246744,0.183044,4,10,7,5,4,10,7,2,4,10,6,3,4,10,6,2,0.035730,0.042110,0.372800,0.372380,0,1,10:10:2019,01:17:41,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,23:03:2019,11:34:02,82,82.481968,0.001821,0.001222,0.000953,0.000815,0.947999,66.434667,67.182446,5.423618,0.158891,0.179981,4,10,7,6,4,10,7,6,4,10,7,4,4,10,7,5,0.031560,0.037480,0.339630,0.340250,0,1,10:10:2019,01:17:27,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,27:03:2019,11:02:34,86,86.460116,0.000719,0.000481,0.000374,0.000318,0.956919,74.048491,74.794154,33.629662,0.618999,0.089426,4,10,4,6,4,10,1,3,4,10,1,2,4,10,1,3,0.035890,0.042280,0.373930,0.373430,0,1,10:10:2019,01:18:36,1112,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,26:05:2019,11:02:07,146,146.459803,0.000778,0.001353,0.003536,0.003494,-2.119774,73.984447,74.673636,2.473525,0.059179,0.079523,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.040630,0.046450,0.375320,0.379070,1,1,29:09:2020,04:35:37,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,26:05:2019,11:31:41,146,146.480336,0.000767,0.001081,0.002885,0.002838,-1.819032,67.218819,67.902496,1.815795,0.083681,0.079443,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.035740,0.041140,0.342470,0.346380,1,1,29:09:2020,04:35:32,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,26:05:2019,12:17:58,146,146.512477,0.001035,0.000809,0.001408,0.001631,-0.341990,56.792782,57.459972,1.438594,0.111167,0.078274,4,10,8,4,4,10,8,4,4,10,6,4,4,10,6,5,0.030850,0.035860,0.309820,0.314060,1,1,29:09:2020,04:35:23,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,26:05:2019,19:25:43,146,146.809525,0.000457,0.000296,0.000224,0.000191,1.038143,57.610634,56.943285,4.998365,0.204701,0.078973,4,10,7,2,4,10,6,1,4,10,7,1,4,10,8,1,0.031380,0.036230,0.310930,0.312850,0,1,29:09:2020,04:35:50,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,26:05:2019,20:37:20,146,146.859259,0.007210,0.006945,0.005987,0.004787,0.252759,73.851504,73.163005,4.089540,0.042726,0.084242,4,10,4,5,4,10,1,4,4,10,2,4,4,10,3,4,0.041070,0.046440,0.372390,0.370650,0,1,29:09:2020,04:35:43,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,27:05:2019,11:02:16,147,147.459907,0.000328,0.000212,0.000160,0.000135,1.042364,74.001575,74.689870,7.158156,0.128594,0.052517,4,10,6,6,4,7,5,6,4,6,4,3,4,5,4,3,0.040670,0.046480,0.375480,0.379160,0,1,29:09:2020,04:36:25,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,28:05:2019,11:32:08,148,148.480648,0.008802,0.007206,0.006353,0.005745,0.476202,67.238182,67.919896,19.904540,1.019847,0.167509,4,10,6,4,2,10,4,2,2,10,4,2,1,10,4,1,0.035750,0.041150,0.342530,0.346450,0,1,29:09:2020,04:37:29,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,03:06:2019,11:03:11,154,154.460544,0.001765,0.001892,0.002880,0.003093,-0.658754,74.175689,74.858543,6.580116,0.130429,0.066653,4,10,7,4,4,10,5,1,4,10,5,1,4,7,5,1,0.039810,0.047120,0.375520,0.379910,0,1,29:09:2020,04:13:39,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,03:06:2019,11:33:40,154,154.481713,0.002453,0.003645,0.007918,0.008089,-1.632473,67.268349,67.944943,6.291065,0.234746,0.079190,4,10,7,5,4,10,7,2,4,8,6,1,4,8,5,1,0.034630,0.041270,0.341070,0.345600,0,1,29:09:2020,04:14:14,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,03:06:2019,12:22:25,154,154.515567,0.000588,0.000386,0.000295,0.000251,1.005147,56.422802,57.080067,4.698922,0.333990,0.080835,4,10,7,4,4,10,6,3,4,7,6,2,4,10,6,2,0.029460,0.035430,0.306730,0.311550,0,1,29:09:2020,04:13:41,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,05:06:2019,11:34:13,156,156.482095,0.000628,0.000407,0.000311,0.000264,1.027455,67.271654,67.946810,5.632353,0.248922,0.099364,4,10,7,6,4,9,7,5,4,10,7,4,4,10,7,3,0.034630,0.041270,0.341080,0.345610,0,1,29:09:2020,04:16:57,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,05:06:2019,12:48:39,156,156.533785,0.000719,0.000465,0.000353,0.000298,1.037047,50.916867,51.555506,2.087235,0.174165,0.110716,3,10,8,4,3,10,8,3,3,10,5,4,3,10,6,4,0.027690,0.033440,0.295030,0.299970,1,1,29:09:2020,04:18:32,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,10:06:2019,11:04:23,161,161.461377,0.003910,0.003354,0.003392,0.002878,0.223565,74.305806,74.984801,3.268077,0.071404,0.088665,4,10,7,6,4,7,7,4,4,6,7,4,1,6,5,6,0.039530,0.046700,0.366250,0.371270,0,1,29:09:2020,04:24:43,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,10:06:2019,11:35:32,161,161.483009,0.000545,0.000376,0.000312,0.000270,0.823034,67.289832,67.962084,2.654447,0.153026,0.076090,4,10,6,6,4,9,4,6,4,9,5,6,4,8,6,6,0.034180,0.040640,0.331630,0.336550,1,1,29:09:2020,04:24:12,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,10:06:2019,12:50:24,161,161.535000,0.003559,0.003220,0.003427,0.002791,0.073856,50.928620,51.562857,1.235271,0.119050,0.090261,3,10,8,4,3,10,8,4,3,10,8,4,3,10,5,4,0.027140,0.032700,0.286540,0.291490,1,1,29:09:2020,04:24:49,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,10:06:2019,13:11:09,161,161.549410,0.003172,0.002588,0.002200,0.001599,0.529509,46.614716,47.229770,1.746775,0.117987,0.091504,4,10,7,1,4,10,8,3,1,8,8,2,4,10,6,1,0.026010,0.031430,0.279430,0.284400,0,1,29:09:2020,04:24:49,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,13:06:2019,19:30:40,164,164.812963,0.000346,0.000224,0.000169,0.000143,1.049086,58.649424,57.995405,2.656260,0.164880,0.057245,3,11,7,5,1,10,7,5,4,10,6,3,4,10,5,3,0.030040,0.035750,0.302520,0.305040,0,1,29:09:2020,04:27:35,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,13:06:2019,19:51:12,164,164.827222,0.001852,0.001017,0.000951,0.000887,1.019322,63.164440,62.500944,3.303085,0.134266,0.055423,3,4,7,5,3,7,5,2,3,9,5,3,2,10,5,3,0.032160,0.038080,0.315460,0.317350,0,1,29:09:2020,04:27:45,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,14:06:2019,12:51:34,165,165.535810,0.000448,0.000298,0.000229,0.000196,0.979008,50.956266,51.588182,3.985272,0.319131,0.063747,3,10,8,4,2,10,8,4,3,10,7,4,3,10,7,2,0.027140,0.032710,0.286590,0.291530,0,1,29:09:2020,04:28:23,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,14:06:2019,19:28:50,165,165.811690,0.001220,0.000772,0.000590,0.000504,1.062382,58.219413,57.566855,29.313741,0.348384,0.081107,4,10,3,3,4,10,4,2,4,10,4,3,4,8,6,2,0.029860,0.035550,0.301410,0.304000,0,1,29:09:2020,04:28:27,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,17:06:2019,11:05:56,168,168.462454,0.002020,0.003883,0.008611,0.007799,-2.059477,74.346499,75.023405,2.250371,0.050479,0.099928,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.039570,0.046740,0.366490,0.371500,1,1,29:09:2020,04:33:08,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,17:06:2019,11:37:17,168,168.484225,0.003523,0.002577,0.006265,0.006791,-0.678060,67.308487,67.978420,2.169179,0.062667,0.098372,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.034200,0.040650,0.331700,0.336610,1,1,29:09:2020,04:32:32,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,17:06:2019,12:25:01,168,168.517373,0.006845,0.006385,0.007529,0.006209,-0.107890,56.802677,57.452387,2.246062,0.157713,0.110196,4,10,8,4,4,10,7,4,4,10,7,3,4,10,7,4,0.029070,0.034870,0.298820,0.303730,1,1,29:09:2020,04:33:20,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,17:06:2019,12:52:29,168,168.536447,0.001090,0.001414,0.003469,0.001515,-1.580950,50.945383,51.576130,2.344579,0.243823,0.120582,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.027140,0.032700,0.286560,0.291510,1,1,29:09:2020,04:32:22,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,17:06:2019,13:13:10,168,168.550810,0.009777,0.006439,0.005983,0.002752,0.745521,46.671006,47.282162,2.851576,0.204449,0.118607,4,9,5,3,4,10,8,3,4,10,8,3,4,10,8,3,0.026020,0.031450,0.279510,0.284480,0,1,29:09:2020,04:32:42,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,17:06:2019,20:32:30,168,168.855903,0.005091,0.003425,0.004061,0.003221,0.392807,72.234639,71.559896,3.270498,0.048379,0.113293,4,10,6,5,4,10,5,3,4,9,5,3,4,10,5,5,0.038230,0.044750,0.352560,0.352610,1,1,29:09:2020,04:32:27,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,17:06:2019,20:51:44,168,168.869259,0.005037,0.003516,0.004542,0.004095,0.223275,76.572361,75.894719,3.389470,0.042985,0.108955,4,9,7,6,4,8,3,2,4,8,2,2,4,9,2,1,0.042410,0.049360,0.378170,0.376900,0,1,29:09:2020,04:32:27,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,18:06:2019,11:06:14,169,169.462662,0.000981,0.001172,0.003150,0.002928,-1.571903,74.331902,75.008654,2.812590,0.068930,0.103033,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.040300,0.047880,0.358910,0.363350,1,1,29:09:2020,04:33:15,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,18:06:2019,11:37:34,169,169.484421,0.001043,0.001912,0.005331,0.005546,-2.285911,67.299352,67.969112,1.604751,0.074124,0.100084,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.034360,0.041220,0.324990,0.329090,1,1,29:09:2020,04:34:55,932,-2.144117,-58.999867,210.000000,lev15,Almucantar
